method_id,method,output_metric,rank,input_source,input,parameter_key,spearman_correlation,absolute_correlation
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,13,method,higher_friction_abandonment_multiplier,methods.photo_id_visual.higher_friction_abandonment_multiplier,0.002420885089352354,0.002420885089352354
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,14,method,verification_check_rate,methods.photo_id_visual.verification_check_rate,0.0019405529044882212,0.0019405529044882212
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,1,method,adult_abandonment_rate,methods.photo_id_visual.adult_abandonment_rate,0.7871764471004067,0.7871764471004067
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,2,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.4495333980974454,0.4495333980974454
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,3,method,adult_false_rejection_rate,methods.photo_id_visual.adult_false_rejection_rate,0.31956789533246716,0.31956789533246716
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,4,method,higher_friction_abandonment_multiplier,methods.photo_id_visual.higher_friction_abandonment_multiplier,0.11818015584061607,0.11818015584061607
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,5,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.11345884667603956,0.11345884667603956
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,6,scenario,minor_share,scenario.minor_share,-0.06502071547852029,0.06502071547852029
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,7,method,higher_friction_false_rejection_multiplier,methods.photo_id_visual.higher_friction_false_rejection_multiplier,0.04311513412249405,0.04311513412249405
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,8,method,verification_check_rate,methods.photo_id_visual.verification_check_rate,-0.005425928185498372,0.005425928185498372
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,9,method,fixed_annual_cost,methods.photo_id_visual.fixed_annual_cost,-0.004790025283964011,0.004790025283964011
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,10,method,minor_detection_rate,methods.photo_id_visual.minor_detection_rate,0.003495104082870042,0.003495104082870042
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,11,method,minor_circumvention_rate,methods.photo_id_visual.minor_circumvention_rate,-0.002794922215933969,0.002794922215933969
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,12,method,minor_substitution_rate,methods.photo_id_visual.minor_substitution_rate,0.002736839207174736,0.002736839207174736
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,13,method,variable_cost_per_check,methods.photo_id_visual.variable_cost_per_check,-0.0021187279444634913,0.0021187279444634913
photo_id_visual,"Government photo ID, visual inspection",adult_adverse_outcomes,14,method,variable_cost_per_identity_proof,methods.photo_id_visual.variable_cost_per_identity_proof,-0.0015599676777119874,0.0015599676777119874
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,1,method,adult_abandonment_rate,methods.photo_id_visual.adult_abandonment_rate,0.5782177265481832,0.5782177265481832
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,2,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.5377363701427746,0.5377363701427746
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.3470916839957967,0.3470916839957967
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,4,method,higher_friction_abandonment_multiplier,methods.photo_id_visual.higher_friction_abandonment_multiplier,0.3462309213783964,0.3462309213783964
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,5,method,adult_false_rejection_rate,methods.photo_id_visual.adult_false_rejection_rate,0.24072460370476986,0.24072460370476986
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,6,method,higher_friction_false_rejection_multiplier,methods.photo_id_visual.higher_friction_false_rejection_multiplier,0.12220095046052838,0.12220095046052838
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,7,scenario,minor_share,scenario.minor_share,-0.05198939198818775,0.05198939198818775
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,8,method,minor_detection_rate,methods.photo_id_visual.minor_detection_rate,0.007101336589208535,0.007101336589208535
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,9,method,variable_cost_per_check,methods.photo_id_visual.variable_cost_per_check,-0.0065218554974567425,0.0065218554974567425
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,10,method,fixed_annual_cost,methods.photo_id_visual.fixed_annual_cost,-0.005584222178137688,0.005584222178137688
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,11,method,variable_cost_per_identity_proof,methods.photo_id_visual.variable_cost_per_identity_proof,-0.005178065240695226,0.005178065240695226
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,12,method,verification_check_rate,methods.photo_id_visual.verification_check_rate,-0.004860855368184342,0.004860855368184342
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,13,method,minor_circumvention_rate,methods.photo_id_visual.minor_circumvention_rate,-0.003345929497146372,0.003345929497146372
photo_id_visual,"Government photo ID, visual inspection",higher_friction_adult_adverse_outcomes,14,method,minor_substitution_rate,methods.photo_id_visual.minor_substitution_rate,0.002925556823154223,0.002925556823154223
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,1,method,fixed_annual_cost,methods.photo_id_visual.fixed_annual_cost,0.9929288115504197,0.9929288115504197
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,2,method,variable_cost_per_identity_proof,methods.photo_id_visual.variable_cost_per_identity_proof,0.0791889979709716,0.0791889979709716
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,3,method,variable_cost_per_check,methods.photo_id_visual.variable_cost_per_check,0.044776680868662676,0.044776680868662676
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,4,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.03654732660789894,0.03654732660789894
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,5,method,verification_check_rate,methods.photo_id_visual.verification_check_rate,0.03441928340951172,0.03441928340951172
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,6,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,-0.006155254920350102,0.006155254920350102
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,7,method,minor_circumvention_rate,methods.photo_id_visual.minor_circumvention_rate,-0.005156751371854701,0.005156751371854701
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,8,method,higher_friction_abandonment_multiplier,methods.photo_id_visual.higher_friction_abandonment_multiplier,0.003967252473842902,0.003967252473842902
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,9,method,adult_false_rejection_rate,methods.photo_id_visual.adult_false_rejection_rate,-0.0033414382815285756,0.0033414382815285756
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,10,method,minor_detection_rate,methods.photo_id_visual.minor_detection_rate,-0.0029497337471318936,0.0029497337471318936
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,11,method,minor_substitution_rate,methods.photo_id_visual.minor_substitution_rate,0.001711654441836662,0.001711654441836662
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,12,method,higher_friction_false_rejection_multiplier,methods.photo_id_visual.higher_friction_false_rejection_multiplier,0.001702136994536855,0.001702136994536855
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,13,method,adult_abandonment_rate,methods.photo_id_visual.adult_abandonment_rate,0.0004343277145737311,0.0004343277145737311
photo_id_visual,"Government photo ID, visual inspection",total_annual_cost,14,scenario,minor_share,scenario.minor_share,0.00042796331105118536,0.00042796331105118536
document_upload,Document upload,minor_purchases_prevented,1,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.7263979266127353,0.7263979266127353
document_upload,Document upload,minor_purchases_prevented,2,scenario,minor_share,scenario.minor_share,0.4804115863653806,0.4804115863653806
document_upload,Document upload,minor_purchases_prevented,3,method,minor_circumvention_rate,methods.document_upload.minor_circumvention_rate,-0.43432562665494634,0.43432562665494634
document_upload,Document upload,minor_purchases_prevented,4,method,minor_detection_rate,methods.document_upload.minor_detection_rate,0.11231687024543875,0.11231687024543875
document_upload,Document upload,minor_purchases_prevented,5,method,variable_cost_per_identity_proof,methods.document_upload.variable_cost_per_identity_proof,0.007891599464052641,0.007891599464052641
document_upload,Document upload,minor_purchases_prevented,6,method,minor_substitution_rate,methods.document_upload.minor_substitution_rate,0.007378143624743258,0.007378143624743258
document_upload,Document upload,minor_purchases_prevented,7,method,biometric_scans_per_identity_proof,methods.document_upload.biometric_scans_per_identity_proof,-0.007267433560058973,0.007267433560058973
document_upload,Document upload,minor_purchases_prevented,8,method,third_party_disclosures_per_identity_proof,methods.document_upload.third_party_disclosures_per_identity_proof,0.006572188697028876,0.006572188697028876
document_upload,Document upload,minor_purchases_prevented,9,method,records_per_identity_proof,methods.document_upload.records_per_identity_proof,-0.005950140952780056,0.005950140952780056
document_upload,Document upload,minor_purchases_prevented,10,method,annual_breach_probability,methods.document_upload.annual_breach_probability,-0.005811473401748589,0.005811473401748589
document_upload,Document upload,minor_purchases_prevented,11,method,variable_cost_per_check,methods.document_upload.variable_cost_per_check,-0.004981970300328788,0.004981970300328788
document_upload,Document upload,minor_purchases_prevented,12,method,centralized_record_fraction,methods.document_upload.centralized_record_fraction,-0.004778384194167354,0.004778384194167354
document_upload,Document upload,minor_purchases_prevented,13,method,higher_friction_abandonment_multiplier,methods.document_upload.higher_friction_abandonment_multiplier,-0.0042509924930603975,0.0042509924930603975
